action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,0,49,448,231,13,256,13
0,157,0,320,226,5,262,15
0,89,127,79,221,10,260,19
33,394,0,0,216,13,269,24
14,242,171,0,211,5,267,18
0,0,477,0,0,0,0,0
284,0,156,0,0,0,477,0
230,14,5,0,25,0,475,0
0,0,414,0,27,0,473,0
322,60,90,0,22,0,478,0
134,192,0,77,24,0,476,0
175,45,0,123,26,0,474,0
9,0,0,487,28,0,472,0
101,0,0,314,30,0,470,0
100,160,0,113,32,0,468,0
423,0,0,0,34,0,466,0
282,71,0,0,36,0,464,0
199,189,0,0,38,0,462,0
311,54,0,0,40,0,460,0
0,0,219,61,42,0,458,0
59,280,0,0,37,0,463,7
206,0,3,131,38,0,461,1
266,0,0,131,41,0,459,0
0,0,0,467,43,0,457,0
0,174,283,32,38,0,455,7
0,495,0,0,33,13,466,14
0,295,0,0,28,5,464,8
0,0,315,68,23,13,462,2
0,420,0,2,18,5,477,17
0,31,86,79,13,1,475,12
0,0,196,208,8,13,486,19
0,0,406,50,3,5,484,13
441,24,0,0,0,0,493,18
301,0,0,49,0,0,491,12
441,0,0,0,5,0,489,6
0,0,0,391,13,0,487,0
0,326,6,122,8,0,485,7
0,236,67,5,3,13,489,14
284,49,42,70,0,5,487,8
0,497,0,0,13,0,485,2
130,316,30,0,8,9,483,0
0,388,66,0,18,1,481,0
321,0,0,0,13,8,487,0
455,0,0,0,15,0,485,0
0,0,371,0,17,0,483,0
193,161,51,0,12,0,488,0
291,0,77,0,14,0,486,0
182,0,16,138,16,0,484,0
294,60,0,0,18,0,482,0
161,90,249,0,20,0,480,0
0,409,0,10,22,0,478,0
0,0,217,208,17,7,476,7
0,0,42,373,12,0,487,14
36,0,345,0,7,0,485,8
45,0,360,0,15,0,483,2
45,0,0,418,19,0,481,0
87,131,279,0,21,0,479,0
186,25,0,111,23,0,477,0
0,0,189,289,25,0,475,0
0,0,0,476,20,0,480,7
9,0,163,192,15,0,478,7
436,0,0,0,19,0,480,5
188,163,0,52,22,0,478,0
0,0,186,301,24,0,476,0
124,0,303,0,19,0,481,7
0,432,0,0,20,0,479,1
6,295,0,159,15,8,477,0
0,0,208,0,16,9,475,9
0,132,0,248,11,1,485,3
247,26,0,0,6,11,483,11
0,246,0,100,11,3,481,5
480,0,0,0,6,15,479,15
366,30,0,48,7,7,477,9
0,414,0,0,22,0,475,3
397,0,0,0,17,10,473,0
0,0,283,166,27,2,471,0
71,275,17,0,22,0,478,9
48,0,213,64,21,0,476,3
0,292,16,0,26,0,474,0
34,0,159,185,21,7,479,0
0,458,0,0,23,0,477,0
263,0,0,69,18,7,475,0
0,337,0,34,27,0,473,0
400,0,0,12,22,7,471,7
0,10,155,271,30,0,469,1
0,0,0,354,25,8,475,8
0,68,0,321,20,0,473,7
231,227,0,34,15,13,471,14
0,321,0,0,18,5,469,8
0,0,459,0,13,18,467,2
231,0,0,0,8,10,482,0
0,0,313,75,18,2,480,0
0,0,268,170,13,0,487,9
20,0,388,20,8,0,489,7
0,254,152,0,12,0,487,1
202,83,109,0,7,8,493,0
0,0,227,134,9,0,491,0
100,51,0,0,4,0,496,7
71,0,317,0,5,0,494,1
0,0,493,0,8,0,492,0
0,245,117,0,3,0,497,0
0,46,152,273,0,5,500,0
0,0,322,105,0,2,500,2
89,310,0,0,0,0,500,2
102,302,0,0,2,0,498,0
332,65,0,27,0,0,0,0
241,0,204,0,332,65,0,27
175,288,0,0,422,57,0,21
0,254,0,0,436,49,0,15
344,0,0,0,431,60,0,9
255,24,0,3,445,52,0,3
319,118,0,0,456,44,0,0
0,439,26,0,464,36,0,0
0,274,0,0,459,41,13,0
455,0,7,0,454,35,11,0
0,348,0,6,464,27,9,0
0,168,301,0,459,34,7,6
395,0,0,0,454,41,20,0
0,388,0,69,449,33,18,0
193,169,124,0,444,40,16,15
235,7,0,0,445,32,14,9
0,0,328,150,461,24,12,3
224,0,217,0,456,16,28,18
129,0,0,358,454,8,26,12
119,130,156,34,470,0,24,6
0,0,423,0,478,0,22,0
302,0,0,0,473,0,27,0
0,0,312,0,475,0,25,0
0,133,0,364,470,0,30,0
0,0,0,497,465,7,28,7
155,75,250,0,460,0,26,14
0,0,115,126,468,0,24,8
0,0,154,262,463,0,35,15
0,0,324,121,458,0,33,9
0,69,0,354,453,0,44,16
0,446,0,0,448,0,42,10
107,252,31,0,443,13,40,4
145,105,184,0,457,5,38,0
0,343,88,66,464,0,36,0
0,0,409,0,459,7,41,7
0,0,332,0,454,0,45,1
34,25,49,213,449,0,51,0
11,0,424,0,451,0,49,0
0,236,141,27,453,0,47,0
0,34,8,42,448,7,52,7
0,0,276,156,443,6,56,7
0,202,0,0,438,0,61,8
0,253,147,0,433,6,59,2
0,0,425,0,428,15,72,0
0,272,0,72,423,7,70,0
121,0,0,253,418,14,68,14
0,332,0,29,420,6,66,8
0,0,0,468,415,19,64,21
0,237,232,16,410,11,62,17
0,86,0,393,405,24,81,27
0,0,42,259,400,16,79,21
0,0,352,104,395,8,82,20
373,40,0,0,390,0,96,30
0,263,204,3,385,0,94,24
0,0,58,193,380,10,102,21
168,69,116,77,375,2,108,23
220,128,0,0,377,0,106,17
51,0,409,0,385,0,104,11
43,0,243,0,393,0,102,5
353,130,0,0,400,0,100,0
353,130,0,0,402,0,98,0
499,0,0,0,404,0,96,0
0,417,0,0,406,0,94,0
135,0,226,89,401,7,92,0
0,0,165,298,410,0,90,0
0,0,246,186,405,0,95,7
88,0,15,316,400,0,99,7
94,306,35,41,402,0,97,1
0,0,442,0,405,0,95,0
300,73,63,47,400,0,100,0
21,0,0,326,402,0,98,0
0,0,189,180,404,0,96,0
0,0,192,228,399,0,101,7
354,0,98,0,394,0,105,7
0,0,0,411,396,0,103,1
114,375,0,0,391,0,101,8
373,0,0,0,399,0,99,2
423,21,0,0,403,0,97,0
0,16,281,0,405,0,95,0
0,51,8,0,400,7,100,0
0,0,266,86,395,7,105,0
0,406,0,0,390,0,110,7
263,0,163,0,385,6,108,1
0,104,266,47,394,0,106,0
23,400,0,0,389,7,111,7
0,334,0,153,390,0,109,1
0,362,0,0,385,8,107,8
253,0,245,0,380,13,105,2
149,152,0,0,392,5,103,0
446,0,0,0,399,0,101,0
44,0,332,0,401,0,99,0
0,0,301,0,403,0,97,0
0,0,344,0,398,0,102,0
153,124,0,0,393,0,107,0
0,443,0,0,395,0,105,0
0,109,0,375,390,7,103,0
60,283,0,0,385,14,101,14
119,92,0,159,387,6,99,8
35,151,171,0,401,0,97,2
0,66,367,0,405,0,95,0
0,382,0,0,0,0,0,0
90,0,0,378,0,382,0,0
0,0,399,38,90,374,0,36
88,0,221,0,85,366,19,49
0,0,338,0,82,358,17,43
0,0,266,92,77,350,36,37
104,79,151,153,72,342,55,52
0,0,0,495,67,334,53,46
177,317,0,0,62,326,51,61
0,195,0,219,78,318,49,55
243,12,0,0,73,331,47,70
0,0,146,177,68,323,45,64
368,0,98,0,63,315,64,79
0,0,443,0,58,307,62,73
0,225,258,0,53,299,81,67
18,221,194,0,48,312,100,61
327,0,0,143,43,304,98,55
0,0,0,391,59,296,96,49
0,0,0,422,54,288,94,64
0,159,0,341,49,280,92,79
34,189,0,0,44,293,90,94
0,0,89,355,39,285,88,88
311,0,0,50,34,277,107,103
69,315,0,0,29,269,105,97
10,80,274,102,45,261,103,91
1,0,0,224,50,264,112,96
84,191,42,0,45,256,110,90
0,0,0,488,60,248,108,84
0,97,69,332,55,240,106,99
39,0,293,61,50,253,125,114
0,183,0,317,45,245,123,108
331,0,121,0,40,237,121,102
177,201,0,119,56,229,119,96
136,32,15,4,72,221,117,90
372,0,0,15,88,213,115,84
212,0,140,123,104,205,113,78
0,0,149,85,120,197,111,72
338,0,124,0,115,189,130,87
28,182,46,27,110,181,128,81
18,50,215,0,126,173,126,75
0,0,441,0,139,168,127,69
0,457,0,0,134,160,143,63
90,0,48,197,129,173,141,57
0,285,0,75,145,165,139,51
236,86,0,107,140,178,137,66
0,259,0,0,135,170,135,60
29,119,250,63,130,183,133,54
73,82,161,133,146,175,131,48
186,274,0,0,162,167,129,42
131,0,287,0,178,159,127,36
0,0,0,389,194,151,125,30
325,130,0,3,189,143,123,45
442,0,26,25,205,135,121,39
0,121,222,0,221,127,119,33
0,154,46,32,216,140,138,27
493,0,0,0,211,132,136,21
89,0,0,357,227,124,134,15
11,0,348,0,243,116,132,9
386,112,0,0,249,108,140,3
0,190,264,0,262,100,138,0
0,368,0,11,257,107,151,0
96,12,231,149,252,99,149,0
0,48,238,26,262,91,147,0
0,85,23,152,257,98,160,15
0,80,303,0,252,90,158,9
0,0,0,408,247,94,168,3
0,196,0,209,242,86,166,6
112,179,0,23,237,99,164,21
0,37,182,212,232,91,162,15
133,0,0,93,227,104,181,30
262,0,236,0,222,96,179,24
0,265,0,0,217,88,177,18
139,0,54,70,212,101,175,12
0,0,165,187,228,93,173,6
0,120,0,297,223,85,192,21
155,343,0,0,218,77,190,15
334,0,137,0,234,69,188,9
41,0,0,454,250,61,186,3
0,0,78,391,263,53,184,0
0,178,89,161,258,45,197,15
188,226,9,63,253,43,201,15
104,36,0,312,257,35,199,9
382,0,11,0,273,27,197,3
0,0,0,424,286,19,195,0
159,277,0,12,281,11,193,15
0,403,0,0,297,3,191,9
87,119,114,0,292,16,189,3
0,430,0,0,305,8,187,0
0,402,0,91,300,15,185,0
149,85,0,85,295,22,183,15
175,216,3,37,296,14,181,9
131,0,289,0,312,6,179,3
369,0,106,0,323,0,177,0
0,0,0,282,325,0,175,0
15,0,0,376,320,0,173,7
0,219,94,3,328,0,171,1
0,367,0,0,323,8,177,3
0,0,146,119,318,7,175,0
0,0,63,403,313,0,187,14
0,0,78,340,308,0,185,8
0,0,422,0,0,0,0,0
0,268,0,0,0,0,422,0
0,128,0,302,0,80,420,0
0,237,0,124,0,82,418,10
52,241,0,122,0,80,416,10
0,495,0,0,10,72,414,4
0,253,0,167,5,83,412,0
269,0,26,0,0,90,410,15
0,0,487,0,1,82,408,9
0,131,0,361,0,74,423,3
0,217,0,171,0,79,421,13
73,0,0,327,0,74,419,10
0,346,0,49,13,66,417,4
0,0,341,146,8,77,415,19
0,119,58,313,3,69,415,15
393,0,0,0,0,78,430,26
432,0,57,0,0,70,428,20
0,0,0,370,0,62,426,14
0,0,472,0,0,54,424,22
433,0,26,0,0,46,438,16
0,0,64,130,16,38,436,10
239,0,0,230,11,30,455,25
61,129,201,0,6,22,453,19
0,463,0,0,22,14,451,13
145,0,103,86,17,27,449,7
254,190,0,0,33,19,447,1
0,147,0,291,44,11,445,0
0,0,428,0,39,18,443,15
0,74,0,380,34,10,447,9
0,0,371,115,29,23,445,24
477,0,9,0,24,15,443,18
0,134,0,362,40,7,441,12
0,223,69,109,35,20,439,26
0,0,344,0,30,13,438,21
444,0,0,0,25,5,455,15
73,0,0,195,38,0,453,9
0,440,0,0,46,0,451,3
0,424,68,0,41,10,449,0
353,0,107,0,36,17,462,0
402,0,0,0,31,9,460,0
0,0,0,275,41,1,458,0
0,383,0,50,36,0,456,8
0,287,0,98,31,13,454,15
103,119,206,0,26,13,452,17
0,358,0,23,34,5,450,11
0,0,36,405,29,18,448,23
206,44,153,0,24,10,449,20
0,181,47,92,37,2,447,14
0,0,0,388,32,15,460,23
0,0,160,274,27,7,458,17
0,389,0,0,22,0,467,22
40,0,0,339,17,2,465,16
66,162,239,0,27,0,463,10
64,0,0,422,35,0,461,4
49,82,201,161,41,0,459,0
0,0,144,212,43,0,457,0
55,380,7,28,38,0,462,7
420,0,0,0,39,0,460,1
168,125,38,109,42,0,458,0
0,283,191,0,44,0,456,0
0,0,0,179,39,7,461,0
0,327,0,162,34,0,459,7
418,0,0,79,29,13,457,14
0,199,156,0,32,5,455,8
79,100,0,85,27,18,471,2
0,64,250,73,22,10,469,0
0,436,0,0,17,16,481,14
170,0,0,329,12,8,479,8
0,0,391,22,21,0,477,2
0,0,398,0,16,0,484,9
94,331,0,0,11,0,486,3
278,63,21,56,16,0,484,0
293,0,45,88,18,0,482,0
0,437,0,0,20,0,480,0
83,38,0,285,15,7,478,0
0,219,49,232,24,0,476,0
350,10,0,45,19,7,481,7
173,17,0,95,20,0,479,1
0,187,122,0,23,0,477,0
370,0,0,0,18,7,482,0
43,0,288,0,20,0,480,0
350,127,0,0,22,0,478,0
0,300,162,0,24,0,476,0
0,48,0,442,19,7,481,0
84,0,403,0,14,7,479,7
0,0,222,85,22,0,477,1
372,0,40,55,17,0,483,8
0,195,168,0,17,0,481,2
428,0,0,0,12,9,488,0
0,96,218,118,13,1,486,0
203,0,0,268,8,8,492,8
14,19,0,300,8,0,490,2
443,53,0,0,12,0,488,0
127,246,92,0,14,0,486,0
0,0,373,83,16,0,484,0
0,193,249,40,11,0,489,7
0,0,463,0,6,6,493,7
0,487,0,0,1,0,498,1
268,13,0,0,0,4,496,0
0,0,0,480,6,0,494,0
0,55,411,0,0,0,0,0
0,234,0,170,0,55,411,0
198,25,0,116,0,91,409,44
0,426,23,0,0,83,407,38
30,7,61,78,0,75,405,32
0,0,267,0,4,67,403,26
0,0,15,289,0,59,421,20
223,0,7,263,0,51,434,30
0,297,19,125,1,43,432,24
22,335,0,0,0,52,447,35
51,0,381,0,0,44,445,29
0,374,0,0,0,36,443,23
122,216,0,0,0,42,441,17
229,0,0,108,16,34,439,11
0,278,0,123,32,26,437,5
126,272,0,20,27,38,435,20
317,0,25,0,23,30,433,14
335,0,0,0,39,22,431,8
9,0,0,383,55,14,429,2
411,0,0,0,59,6,427,8
0,132,279,63,73,0,425,2
244,0,0,228,68,9,432,9
0,475,0,0,66,1,430,3
0,0,260,0,61,11,428,0
475,0,0,0,56,3,441,0
0,0,383,0,61,0,439,0
216,1,0,0,56,0,444,0
136,0,0,218,58,0,442,0
76,324,47,0,60,0,440,0
67,65,253,0,62,0,438,0
99,389,0,0,64,0,436,0
177,212,78,0,66,0,434,0
0,333,103,0,68,0,432,0
282,112,0,102,63,7,437,0
4,363,0,0,65,0,435,0
0,408,0,48,64,3,433,0
0,0,409,0,59,10,431,10
25,75,0,383,54,2,440,4
0,0,211,279,62,0,438,0
356,0,0,0,57,0,443,7
96,0,122,0,58,0,441,1
54,376,0,0,61,0,439,0
63,176,248,0,63,0,437,0
349,0,83,0,65,0,435,0
49,0,122,0,67,0,433,0
0,0,0,242,69,0,431,0
273,0,0,192,64,0,429,7
0,299,193,0,72,0,427,1
0,165,79,166,67,8,433,0
0,0,216,206,62,7,438,7
0,0,269,157,57,0,442,7
0,357,0,0,52,0,447,8
0,0,295,0,47,6,445,2
0,109,144,58,42,0,458,0
0,0,253,235,37,7,463,7
0,0,278,0,32,0,467,7
142,98,155,0,27,0,472,1
0,189,0,0,30,0,470,0
0,0,201,184,25,7,468,0
104,0,56,286,20,0,480,14
321,175,0,0,15,0,478,8
114,358,0,0,22,0,476,2
0,0,0,468,26,0,474,0
188,0,98,0,21,0,472,7
0,0,0,487,29,0,470,1
0,299,0,0,24,0,468,8
6,0,0,326,19,13,466,2
186,129,41,0,20,5,464,11
0,0,479,0,33,0,462,5
0,77,400,0,28,0,472,0
63,295,0,0,23,7,477,0
79,0,0,224,25,0,475,0
460,0,0,0,27,0,473,0
0,0,196,180,29,0,471,0
0,196,108,0,24,0,476,7
290,0,181,0,19,6,480,1
0,492,0,0,22,0,478,0
0,0,76,333,17,7,476,0
0,263,0,0,12,0,488,14
0,0,441,0,7,0,486,8
13,0,0,390,2,0,496,2
0,0,279,91,6,0,494,0
424,0,0,0,1,0,499,7
341,0,0,128,2,0,497,1
468,0,0,0,5,0,495,0
0,0,330,133,7,0,493,0
117,0,44,287,2,0,498,7
40,0,316,0,3,0,496,1
339,64,0,0,6,0,494,0
178,169,0,0,8,0,492,0
0,135,0,346,10,0,490,0
0,84,60,0,5,7,488,7
167,0,0,147,0,13,499,1
11,140,81,203,0,5,497,0
0,0,416,0,5,0,495,0
183,0,308,0,0,0,500,0
0,184,0,126,2,0,498,0
0,8,491,0,0,4,496,4
0,401,0,0,0,6,500,0
86,77,106,68,0,2,498,0
171,79,0,0,0,0,0,0
0,0,458,0,171,79,0,0
0,86,53,206,166,71,263,0
283,205,0,0,161,78,276,15
138,0,327,0,156,70,274,9
0,176,147,97,163,62,272,3
0,19,162,290,158,72,288,18
0,421,0,54,153,64,286,12
75,141,11,140,148,62,284,12
0,0,85,169,158,54,282,6
193,0,0,44,153,46,301,21
149,152,180,0,148,38,299,15
0,25,85,129,164,30,297,9
27,18,162,0,159,43,316,24
0,8,0,232,154,35,314,18
0,0,378,92,149,27,312,12
114,359,0,0,144,19,331,27
33,124,3,239,139,11,329,21
0,0,0,488,155,3,327,15
0,379,0,0,150,0,325,25
0,7,0,386,145,13,323,19
0,0,0,489,140,12,321,34
0,495,0,0,135,4,319,42
56,207,58,140,130,17,317,36
0,0,179,261,146,9,315,30
199,0,296,0,141,1,334,45
1,184,126,110,136,0,332,39
299,0,0,156,132,5,335,38
0,0,498,0,135,0,333,32
0,0,0,434,130,0,344,26
0,165,99,231,125,0,342,33
0,0,243,135,120,13,353,40
366,0,0,101,115,5,351,34
0,0,333,0,123,0,349,28
0,354,0,0,118,0,360,22
0,380,44,0,113,13,358,16
0,149,0,249,108,26,377,10
123,292,0,0,103,18,375,4
478,0,0,0,117,10,373,0
0,492,0,0,127,2,371,0
0,158,136,144,122,9,369,0
0,212,0,218,117,16,382,15
0,313,8,164,112,8,380,9
431,47,0,0,107,12,386,15
0,28,282,143,103,4,384,9
0,343,0,79,98,17,399,20
132,0,366,0,93,9,397,14
398,0,101,0,96,1,395,8
125,0,0,243,105,0,393,2
369,37,0,0,109,0,391,0
0,0,297,0,111,0,389,0
181,0,0,308,106,0,394,0
320,2,0,0,108,0,392,0
88,244,0,19,110,0,390,0
0,199,43,140,112,0,388,0
0,317,85,0,107,7,393,7
45,0,139,284,102,6,397,1
351,0,11,0,105,0,395,0
0,379,113,0,107,0,393,0
200,0,229,0,102,7,398,0
336,0,4,128,104,0,396,0
0,0,0,273,106,0,394,0
0,0,447,0,101,0,392,7
292,0,67,0,96,0,403,1
107,201,0,54,99,0,401,0
32,223,0,137,101,0,399,0
0,473,0,0,103,0,397,0
262,0,180,0,98,7,395,0
209,195,0,86,107,0,393,0
0,0,0,453,109,0,391,0
0,0,315,0,104,0,389,7
0,0,446,0,99,0,400,1
39,0,0,445,94,0,406,0
0,0,0,426,96,0,404,0
0,342,0,0,91,0,402,7
106,282,0,0,86,13,400,1
0,0,0,473,97,5,398,0
0,0,0,388,92,0,396,12
302,35,103,46,87,0,394,19
0,288,7,128,95,0,392,13
104,267,0,53,90,13,397,20
157,0,0,341,86,5,395,14
0,13,54,372,99,0,393,8
89,262,0,0,94,13,404,15
79,0,0,357,89,5,402,9
0,499,0,0,97,0,400,3
474,12,13,0,92,10,398,0
79,0,18,63,102,2,396,0
0,0,439,56,106,0,394,0
0,0,162,67,101,0,399,7
0,0,230,219,96,0,403,7
330,0,155,0,91,0,408,8
337,12,0,0,92,0,406,2
0,457,0,0,96,0,404,0
0,126,0,321,91,7,402,0
0,0,0,497,86,14,400,14
0,0,439,0,81,6,398,15
0,0,0,404,76,0,415,9
233,185,0,0,71,0,413,16
26,192,48,0,79,0,411,10
0,0,406,0,0,0,0,0
0,0,0,302,0,0,406,0
37,0,417,43,0,0,404,96
0,35,315,0,8,0,402,90
0,0,0,335,3,13,413,84
0,447,0,0,0,5,411,84
85,61,234,118,0,13,409,78
0,279,0,0,16,5,407,72
0,482,0,0,11,18,405,66
0,85,218,5,6,31,403,60
0,218,175,0,1,44,422,59
398,0,0,45,0,36,420,53
22,410,0,0,7,28,418,47
0,434,0,0,23,20,416,41
342,156,0,0,18,33,414,35
377,41,10,0,34,25,412,29
0,0,0,274,50,17,410,23
145,64,0,281,45,9,408,38
0,99,91,272,61,1,406,32
361,110,11,17,56,14,418,40
0,260,0,51,51,6,416,34
99,72,0,316,46,12,414,40
127,0,20,125,50,4,412,34
0,120,0,221,62,0,410,28
161,233,0,95,57,13,408,35
181,0,75,0,60,5,406,29
0,188,152,0,73,0,404,23
221,108,0,18,68,13,415,17
260,181,0,0,71,5,413,11
64,0,64,347,84,0,411,5
0,334,0,126,91,0,409,0
0,409,0,0,86,7,407,7
0,91,0,334,81,13,405,1
255,109,0,123,76,21,403,16
0,469,0,0,76,13,401,10
0,206,0,0,71,26,399,4
180,104,0,55,66,37,397,0
0,0,403,0,76,29,395,0
0,417,0,0,71,21,408,0
0,0,493,0,66,28,406,0
253,177,0,0,61,20,419,0
153,0,0,58,71,12,417,0
0,281,0,0,81,4,415,0
498,0,0,0,76,11,413,0
0,0,464,0,86,3,411,0
168,0,179,123,81,0,419,0
79,168,202,0,83,0,417,0
40,81,63,180,85,0,415,0
352,92,0,0,87,0,413,0
174,174,0,0,89,0,411,0
0,493,0,0,91,0,409,0
0,0,36,424,86,7,407,0
0,0,200,28,81,0,419,14
0,39,327,0,76,0,417,8
19,130,0,9,71,12,427,2
293,0,0,58,71,4,425,0
0,387,30,0,77,0,423,0
0,173,214,0,72,7,428,0
0,132,177,52,67,7,433,0
140,59,120,0,62,7,438,7
0,0,0,476,63,0,436,1
256,0,75,0,58,0,434,8
270,108,71,0,66,0,432,2
0,357,0,0,70,0,430,0
71,0,168,185,65,7,428,0
0,0,396,12,74,0,426,0
408,0,0,20,69,0,431,7
313,0,134,0,70,0,429,1
173,198,105,0,73,0,427,0
164,0,0,313,75,0,425,0
51,145,25,0,77,0,423,0
218,86,0,87,79,0,421,0
155,30,82,0,81,0,419,0
0,0,0,344,83,0,417,0
0,161,233,0,78,0,415,7
330,0,0,30,73,13,426,1
0,446,31,0,71,5,424,0
0,82,92,208,66,12,434,0
0,0,345,0,61,7,435,3
0,73,81,179,56,0,444,0
0,0,0,492,51,7,449,7
36,327,111,0,46,0,447,7
0,240,71,106,54,0,445,1
218,0,141,0,49,8,451,8
0,198,0,173,49,0,449,2
0,0,0,404,44,9,447,9
290,0,54,65,39,1,445,15
0,121,151,0,48,0,443,9
0,68,26,299,43,13,454,3
2,5,0,422,38,10,457,5
215,103,0,42,35,7,455,8
331,156,0,0,45,0,453,2
93,65,159,0,49,0,451,0
85,0,0,191,51,0,449,0
0,0,91,213,53,0,447,0
121,0,22,300,48,0,452,7
0,69,290,0,49,0,450,1
408,0,0,87,44,8,456,0
0,388,0,0,46,0,454,0
128,0,26,178,41,7,452,0
253,54,0,0,0,0,0,0
0,0,369,0,253,54,0,0
0,0,0,387,248,46,206,0
173,0,0,0,243,38,204,15
207,0,13,0,259,30,202,9
0,1,215,190,275,22,200,3
134,191,0,0,270,15,216,18
0,0,291,114,267,7,214,12
0,140,0,167,262,0,232,26
0,80,0,310,257,0,230,20
0,0,150,204,252,6,228,20
0,0,301,0,247,0,239,27
257,0,30,28,242,0,237,21
0,40,12,313,250,0,235,15
315,5,48,0,245,13,245,22
277,169,0,0,240,5,243,16
0,0,448,40,249,0,241,10
96,336,0,0,244,0,252,17
0,466,0,0,239,0,250,11
179,0,0,302,234,13,248,5
0,473,0,0,249,5,246,0
47,240,157,33,244,12,244,0
369,0,0,53,254,4,242,0
0,2,314,0,260,0,240,0
95,80,177,0,255,2,245,0
186,0,0,0,257,0,243,0
0,118,127,207,259,0,241,0
308,0,0,0,254,7,246,7
172,0,104,63,255,0,244,1
0,261,134,78,258,0,242,0
80,0,365,0,253,7,247,7
140,17,98,0,254,0,245,1
0,0,163,318,257,0,243,0
33,185,29,0,252,0,248,7
0,447,0,10,253,0,246,1
67,250,0,178,248,8,244,8
0,162,0,330,256,0,242,2
0,0,404,0,251,9,240,9
30,293,23,102,246,1,250,3
421,0,0,0,252,0,248,0
90,26,138,180,254,0,246,0
149,0,0,50,256,0,244,0
275,182,0,0,258,0,242,0
70,239,0,0,260,0,240,0
0,0,0,464,262,0,238,0
305,0,0,192,257,0,236,7
293,0,0,109,265,0,234,1
0,365,0,45,268,0,232,0
0,0,198,52,263,7,230,7
96,80,0,287,258,0,241,14
42,417,0,0,253,0,239,8
0,173,303,0,261,0,237,2
0,451,36,0,256,9,244,0
0,0,0,362,251,7,248,0
0,468,0,0,246,0,246,8
0,295,0,0,241,13,244,2
30,417,0,0,236,22,242,0
399,0,0,0,246,14,240,0
0,0,136,208,256,6,238,0
0,420,0,18,251,0,249,13
175,0,249,0,246,0,247,7
74,1,0,279,254,0,245,1
0,159,131,164,257,0,243,0
99,0,0,305,252,7,248,7
0,244,0,209,253,0,246,1
83,48,138,103,248,8,244,8
411,0,32,53,256,0,242,2
87,16,98,12,260,0,240,0
287,0,173,0,262,0,238,0
0,56,112,45,264,0,236,0
0,0,0,318,259,7,241,7
0,0,184,0,254,0,239,7
187,205,0,0,249,0,250,1
0,81,0,226,252,0,248,0
0,0,340,0,247,7,246,7
106,0,293,85,242,0,257,1
27,359,81,0,245,0,255,0
0,0,321,116,247,0,253,0
409,0,0,21,242,0,258,7
0,301,0,190,243,0,256,1
0,123,336,0,238,8,254,8
50,107,50,0,233,13,265,2
311,142,0,0,232,5,263,0
0,0,233,245,239,0,261,0
326,0,0,0,234,0,266,7
141,78,0,271,235,0,264,1
0,289,0,80,238,0,262,0
11,158,264,0,233,7,260,7
0,2,0,461,239,2,260,1
0,489,0,0,234,2,258,8
29,0,337,44,229,13,256,2
189,0,0,232,241,5,254,0
0,43,51,86,248,0,252,0
0,335,142,0,243,7,257,7
164,0,124,0,238,6,261,1
0,0,249,147,241,0,259,0
53,124,0,308,236,0,264,7
93,0,0,119,237,0,262,1
0,284,0,194,240,0,260,0
0,138,0,253,235,7,258,7
0,380,0,0,0,0,0,0
386,0,85,0,0,380,0,0
0,66,0,358,128,372,0,0
126,0,0,341,123,377,0,13
0,213,185,17,124,369,0,7
0,31,291,0,119,380,19,18
205,171,0,0,114,372,17,12
369,0,0,39,115,364,15,6
147,0,81,0,131,356,13,0
0,357,122,0,141,348,11,0
0,111,0,368,136,355,24,0
0,216,171,55,131,347,22,0
0,0,448,0,126,354,35,15
0,275,81,16,121,346,33,9
296,9,49,0,116,350,43,15
0,0,460,0,111,342,41,9
308,77,55,0,106,334,57,3
0,0,421,0,119,326,55,0
0,21,43,248,114,318,68,0
0,0,0,475,109,325,81,15
0,114,138,9,104,317,79,9
0,0,0,235,99,321,89,12
103,0,266,0,94,313,87,6
495,0,0,5,110,305,85,0
0,18,420,0,120,297,83,0
43,233,158,0,115,304,96,0
41,0,432,0,110,296,94,0
430,0,38,0,120,288,92,0
0,0,51,415,130,280,90,0
0,0,15,295,125,272,103,15
204,0,126,18,120,264,107,15
206,0,188,0,130,256,105,9
329,0,88,0,146,248,103,3
0,0,0,395,159,240,101,0
55,0,169,264,154,232,99,15
291,0,0,0,170,224,97,9
0,0,318,0,186,216,95,3
0,23,329,105,181,208,111,0
68,430,0,0,176,215,124,15
0,0,409,0,171,207,122,9
0,186,42,0,166,199,132,3
0,26,32,193,161,209,148,0
0,0,0,473,156,201,146,0
0,158,2,0,151,193,144,12
0,112,273,85,146,206,144,6
22,37,200,0,141,217,161,19
0,0,132,136,136,209,159,13
0,0,0,483,131,201,161,11
48,0,0,377,126,193,159,22
0,339,121,0,142,185,157,16
182,0,41,155,137,198,176,10
0,321,0,69,132,190,174,4
337,56,0,0,127,201,172,19
111,0,328,21,124,193,170,13
31,0,0,407,140,185,168,7
386,2,0,0,156,177,166,1
0,153,175,120,167,169,164,0
0,0,0,458,162,176,177,15
0,0,281,66,157,168,175,9
0,0,0,451,152,160,185,15
0,0,292,204,147,152,183,18
296,0,0,97,142,144,202,33
483,0,0,0,137,136,200,27
0,347,74,0,153,128,198,21
268,0,32,137,148,141,217,15
