states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
165,135,214,14
160,127,212,8
169,119,210,2
164,111,225,17
159,103,227,11
154,116,225,26
149,108,223,20
165,100,221,14
181,92,219,8
192,89,217,7
201,83,217,3
196,89,215,0
191,94,228,0
186,86,226,2
198,78,224,0
208,70,222,0
218,62,220,0
213,54,218,15
229,46,216,9
229,38,230,3
242,30,228,0
252,22,226,0
247,29,237,0
244,21,235,0
239,13,248,0
249,5,246,0
244,0,256,0
246,0,254,0
248,0,252,0
250,0,250,0
252,0,248,0
247,7,253,0
249,0,251,0
251,0,249,0
246,7,247,7
241,13,258,14
236,5,256,8
231,0,254,15
239,0,252,9
247,0,250,3
252,0,248,0
254,0,246,0
249,0,244,7
257,0,242,1
252,8,240,0
262,0,238,0
264,0,236,0
264,0,236,2
264,2,236,0
266,0,234,0
268,0,232,0
263,7,230,0
397,0,0,0
500,0,0,0
500,0,0,0
495,5,0,0
490,0,10,10
488,0,8,4
483,11,6,0
478,18,19,0
473,10,17,0
483,2,15,0
478,9,13,0
488,1,11,0
483,0,17,8
483,0,15,2
478,9,22,0
473,7,26,0
476,0,24,0
478,0,22,0
480,0,20,0
482,0,18,0
484,0,16,0
486,0,14,0
488,0,12,0
483,7,17,0
485,0,15,0
480,0,13,7
475,0,11,14
470,13,22,21
465,5,20,15
460,13,31,22
455,5,29,16
463,0,27,10
471,0,25,4
477,0,23,0
472,0,28,0
467,0,33,7
462,6,37,1
465,0,35,0
467,0,33,0
463,6,31,0
471,0,29,0
466,7,27,7
474,0,25,1
469,8,23,0
470,9,21,9
477,1,19,3
483,0,17,0
478,7,15,0
473,14,13,14
475,6,11,8
489,0,9,2
484,0,16,9
479,0,14,7
474,13,25,1
469,8,26,0
464,0,36,0
459,7,41,7
460,0,39,1
455,0,37,8
450,13,48,15
445,5,46,9
453,0,44,3
458,0,42,0
460,0,40,0
462,0,38,0
464,0,36,0
466,0,34,0
461,7,39,7
462,0,37,1
457,8,35,0
452,0,48,0
454,0,46,0
456,0,44,0
451,7,42,7
459,0,40,1
462,0,38,0
457,7,36,0
452,14,48,14
447,6,46,8
442,0,56,14
437,0,55,9
444,0,53,3
449,0,51,0
444,7,49,0
453,0,47,0
455,0,45,0
450,7,50,7
451,0,48,1
454,0,46,0
456,0,44,0
458,0,42,0
460,0,40,0
462,0,38,0
457,7,36,0
466,0,34,0
461,0,39,0
463,0,37,0
458,7,35,7
466,0,33,1
468,1,31,1
188,197,0,0
183,189,4,128
195,181,2,122
202,173,9,125
209,165,7,119
204,178,5,113
199,170,24,128
194,162,22,122
189,175,20,116
205,167,18,110
221,159,16,104
216,172,35,119
211,164,33,113
206,156,31,107
201,169,50,101
196,161,48,95
191,174,46,89
207,166,44,83
202,179,42,77
205,184,40,71
221,176,38,65
216,189,57,59
211,181,55,53
206,173,53,68
201,165,72,74
205,157,70,68
200,149,89,83
195,141,87,77
211,133,85,71
227,125,83,65
243,117,81,59
238,130,100,74
233,122,98,68
228,114,96,62
223,120,115,77
218,112,113,71
213,111,118,72
215,103,116,66
231,95,114,60
247,87,112,54
242,100,131,48
237,92,129,42
253,84,127,36
269,76,125,30
285,68,123,24
301,60,121,18
317,52,119,12
333,44,117,6
349,36,115,0
344,43,128,15
339,35,126,9
334,27,136,15
338,19,134,9
354,11,132,3
367,3,130,0
372,0,128,0
374,0,126,0
369,7,124,7
377,0,122,1
380,0,120,0
375,7,125,7
370,6,123,1
365,0,135,0
367,0,133,0
362,7,131,7
357,13,142,14
352,5,140,8
347,13,151,2
346,5,149,0
341,0,159,12
337,0,157,6
345,0,155,0
340,7,153,0
349,0,151,0
351,0,149,0
353,0,147,0
350,5,150,5
345,7,155,7
340,0,159,7
335,7,157,1
330,15,170,0
325,7,168,0
320,0,180,0
322,0,178,0
324,0,176,0
319,7,181,7
320,0,179,1
323,0,177,0
325,0,175,0
327,0,173,0
322,7,171,7
317,0,169,14
312,13,180,8
307,13,178,10
315,5,176,4
310,16,182,0
312,8,180,0
307,15,193,0
302,7,191,0
297,0,203,0
0,0,35,212
133,128,33,217
138,120,31,211
154,112,29,205
149,125,27,199
144,138,25,193
160,130,23,187
155,143,42,181
150,135,40,175
166,127,38,169
161,140,36,163
177,132,34,157
193,124,32,151
209,116,30,145
225,108,28,139
220,100,47,154
215,92,45,148
231,84,43,142
226,76,62,157
221,68,60,151
216,81,58,145
232,73,56,139
248,65,54,133
264,57,52,127
280,49,50,121
296,41,48,115
312,33,46,109
328,25,44,103
344,17,42,97
360,9,40,91
376,1,38,85
371,14,50,79
366,13,55,80
361,5,60,81
367,0,58,75
362,13,56,69
357,23,54,84
352,18,55,78
347,28,53,90
345,20,51,84
343,30,67,96
338,22,65,90
333,20,63,90
343,12,61,84
359,4,59,78
354,17,57,89
353,9,55,83
348,22,53,98
343,14,51,92
359,6,49,86
373,0,47,80
381,0,45,74
389,0,43,68
384,13,41,62
400,5,39,56
405,8,45,50
413,0,43,44
411,0,51,48
409,0,49,42
404,0,60,49
399,0,58,43
394,0,69,37
389,0,80,44
384,0,78,38
392,0,76,32
400,0,74,26
395,13,72,20
390,5,91,14
385,18,107,8
383,10,105,2
378,19,120,17
373,11,118,11
376,3,116,5
371,15,114,0
366,22,112,15
367,14,110,9
362,27,108,3
375,19,106,0
370,26,119,0
365,18,117,0
375,10,115,0
370,2,128,0
374,0,126,0
369,7,124,7
377,0,122,1
372,0,128,0
374,0,126,0
376,0,124,0
378,0,122,0
373,7,120,7
381,0,118,1
384,0,116,0
386,0,114,0
381,0,119,7
376,6,123,1
379,0,121,0
374,7,119,7
382,0,117,1
385,0,115,0
387,0,113,0
0,16,0,443
0,63,55,439
0,55,53,433
0,47,51,427
0,39,49,421
7,31,47,415
2,44,45,430
0,36,43,424
0,28,41,431
16,20,39,425
11,33,37,440
6,25,35,434
22,17,33,428
17,9,52,443
12,1,50,437
7,14,48,431
3,6,66,445
0,0,64,439
5,0,62,433
0,13,60,427
0,21,58,437
0,13,56,431
16,5,54,425
11,18,70,419
9,10,68,413
4,23,87,407
0,15,85,401
0,22,98,395
1,14,96,389
0,23,111,383
0,15,109,377
0,7,122,371
15,0,120,365
10,0,131,359
5,0,142,366
0,0,140,360
8,0,138,354
16,0,136,348
24,0,134,342
19,0,132,349
14,13,130,356
9,13,128,350
25,5,126,344
38,0,124,338
46,0,122,332
54,0,120,326
62,0,118,320
57,13,116,314
52,26,114,329
47,18,112,323
60,10,110,320
55,23,108,335
50,15,106,329
45,7,125,344
40,0,123,338
47,0,121,332
42,13,132,339
37,5,130,333
45,0,128,327
40,13,139,334
35,5,137,328
30,13,135,322
46,5,133,316
59,0,131,310
54,13,142,317
49,5,140,311
44,0,151,318
39,0,149,312
34,13,160,319
29,5,158,313
24,13,156,320
19,13,162,322
19,5,160,316
14,0,176,310
22,0,174,304
30,0,172,298
25,13,170,292
20,5,189,286
33,0,187,280
41,0,185,274
49,0,183,268
57,0,181,262
65,0,179,256
60,0,190,250
55,0,201,244
50,13,212,238
45,5,218,232
40,18,216,244
38,10,214,238
54,2,212,232
49,15,225,226
50,7,223,220
45,20,221,234
40,12,220,229
55,4,218,223
67,0,216,217
62,13,214,224
57,13,220,218
65,5,218,212
78,0,216,206
0,0,0,412
0,29,94,500
0,21,92,494
0,13,90,488
0,5,88,482
0,0,86,476
0,0,84,470
0,0,82,464
0,0,80,458
0,0,78,452
0,0,76,446
0,0,74,440
0,0,72,434
2,0,70,428
10,0,68,422
5,0,79,416
0,0,90,410
8,0,88,404
16,0,86,398
11,13,97,405
6,5,95,399
1,13,93,406
0,9,91,404
12,1,89,398
21,0,87,392
29,0,85,386
37,0,83,380
45,0,81,374
53,0,79,368
61,0,77,362
56,13,75,369
59,5,73,363
72,0,71,357
80,0,69,351
88,0,67,345
96,0,65,339
104,0,63,333
112,0,61,327
107,13,72,321
102,5,78,315
115,0,76,309
110,13,87,316
105,5,85,310
113,0,83,304
108,0,81,311
116,0,79,305
111,13,90,299
114,5,88,293
109,18,104,287
107,10,102,281
123,2,100,275
133,0,98,269
141,0,96,263
149,0,94,257
157,0,92,251
152,0,103,258
147,0,101,252
142,0,112,259
137,0,110,253
132,0,121,260
127,0,119,254
122,0,130,261
117,0,128,255
112,0,139,262
107,0,137,256
102,13,148,250
105,5,146,244
100,0,144,256
95,13,142,250
111,5,140,244
106,18,138,238
122,10,136,232
138,2,134,226
133,15,132,235
128,13,130,235
138,5,128,229
133,0,144,241
128,0,142,235
123,8,148,229
118,13,146,236
113,5,152,230
108,18,150,224
103,31,148,218
98,23,167,233
93,15,165,227
88,28,163,221
104,20,161,215
99,12,180,209
115,4,178,203
110,17,176,214
109,9,174,208
104,22,172,202
99,35,170,196
94,48,168,190
89,40,187,205
84,32,185,199
100,24,183,193
95,28,202,187
99,20,200,181
94,12,219,196
0,423,3,0
84,415,1,0
79,407,14,14
81,399,12,8
76,412,10,23
71,404,8,17
87,396,6,11
82,388,25,26
77,380,23,20
72,393,21,35
67,385,19,29
83,377,17,23
99,369,15,17
115,361,13,11
110,353,32,5
125,345,30,0
135,337,28,0
130,344,41,0
125,336,39,0
120,343,37,15
115,335,41,15
125,327,39,9
141,319,37,3
136,315,53,0
131,307,51,11
126,299,70,5
121,311,68,0
131,303,66,0
141,295,64,0
151,287,62,0
146,294,75,0
141,286,73,0
151,278,71,0
161,270,69,0
156,262,78,15
161,254,76,9
177,246,74,3
190,238,72,0
185,230,85,0
180,237,98,8
175,229,96,2
170,236,94,15
165,234,92,9
181,226,90,3
194,218,88,0
204,210,86,0
214,202,84,0
224,194,82,0
234,186,80,0
229,178,93,0
239,170,91,0
249,162,89,0
259,154,87,0
254,161,85,0
264,153,83,0
274,145,81,0
284,137,79,0
279,141,92,0
274,133,90,3
287,125,88,0
297,117,86,0
292,109,99,15
287,107,97,9
282,99,116,3
295,91,114,0
305,83,112,0
300,75,110,15
295,88,129,30
290,80,127,24
285,72,125,18
280,85,123,33
275,77,121,27
270,69,140,21
265,82,159,15
260,74,157,9
263,79,168,3
258,71,171,0
268,63,169,0
278,55,167,0
273,62,180,0
268,54,178,0
278,46,176,0
288,38,174,0
298,30,172,0
308,22,170,0
318,14,168,0
328,6,166,0
336,0,164,0
338,0,162,0
333,0,160,7
341,0,158,1
344,0,156,0
346,0,154,0
341,7,159,7
342,0,157,1
345,0,155,0
347,0,153,0
349,0,151,0
351,0,149,0
353,0,147,0
0,255,0,163
96,247,0,157
110,239,0,151
105,231,19,164
100,223,17,160
116,215,15,154
111,228,34,169
106,220,32,163
101,212,30,157
96,225,28,151
112,217,26,145
128,209,24,139
144,201,22,133
139,193,20,148
134,185,39,163
129,177,37,157
145,169,35,151
161,161,33,145
177,153,31,139
172,145,50,154
167,137,48,148
162,150,67,142
157,142,65,136
173,134,63,130
168,126,61,145
184,118,59,139
186,124,71,133
188,116,69,127
183,108,88,121
178,121,86,115
173,113,90,130
183,105,88,124
199,97,86,118
215,89,84,112
210,102,82,106
226,94,80,100
221,107,99,94
216,99,97,88
232,91,95,82
227,83,101,97
235,75,99,91
251,67,97,85
267,59,95,79
283,51,93,73
278,64,91,67
294,56,89,61
310,48,87,55
305,61,106,70
300,53,104,64
295,45,102,58
311,37,100,52
327,29,98,46
343,21,96,40
359,13,94,34
375,5,92,28
370,0,108,22
365,0,119,16
373,0,117,10
368,13,115,17
363,5,121,19
358,10,129,23
354,2,127,17
349,0,140,11
357,0,138,5
364,0,136,0
366,0,134,0
361,7,132,0
356,0,130,14
364,0,128,8
359,13,126,15
362,5,124,9
357,18,140,3
352,10,138,0
359,5,139,3
354,0,146,9
349,0,148,7
353,0,146,1
348,0,152,0
343,0,157,7
338,0,161,7
340,0,159,1
343,0,157,0
338,7,155,0
347,0,153,0
349,0,151,0
344,7,156,7
339,0,160,1
342,0,158,0
344,0,156,0
346,0,154,0
341,0,159,7
336,6,163,1
339,0,161,0
334,7,166,0
336,0,164,0
331,0,162,7
339,0,160,1
342,0,158,0
344,0,156,0
346,0,154,0
0,0,450,20
38,0,448,14
33,13,446,8
28,26,465,23
23,18,463,17
18,10,461,11
34,2,459,5
29,14,471,12
24,6,469,6
33,0,467,0
28,7,472,0
23,7,470,7
18,13,481,14
13,5,479,8
21,0,477,2
25,0,475,0
27,0,473,0
22,0,478,7
23,0,476,1
18,0,474,8
13,0,472,15
21,0,470,9
16,13,481,3
11,10,484,5
6,2,492,0
10,0,490,0
12,0,488,0
7,7,493,7
8,0,491,1
11,0,489,0
6,0,494,0
8,0,492,0
10,0,490,0
5,7,495,0
0,0,493,7
0,0,491,9
8,0,489,3
3,0,497,10
1,0,495,4
7,0,493,0
2,7,491,7
0,0,499,11
0,0,497,5
5,0,495,0
0,7,500,0
2,0,498,0
4,0,496,0
0,6,500,0
0,0,498,2
4,0,496,0
0,6,494,6
0,0,500,8
0,0,498,2
4,0,496,0
0,6,494,0
0,0,492,8
8,0,490,2
12,0,488,0
14,0,486,0
9,0,484,7
17,0,482,1
12,8,480,8
7,0,478,15
4,11,487,20
0,3,485,14
0,9,483,8
16,1,481,2
21,0,479,0
23,0,477,0
18,7,475,0
27,0,473,0
22,7,471,0
17,14,469,14
19,6,467,8
14,0,484,2
18,0,482,0
20,0,480,0
15,7,478,7
23,0,476,1
26,0,474,0
28,0,472,0
30,0,470,0
25,0,475,0
20,7,480,7
15,6,484,7
10,0,489,8
11,0,487,2
15,0,485,0
17,0,483,0
12,7,481,7
20,0,479,1
15,0,477,8
23,0,475,2
27,0,473,0
22,7,471,7
30,0,469,1
33,0,467,0
35,0,465,0
37,0,463,0
39,0,461,0
12,81,331,44
60,73,329,38
55,86,327,53
50,78,325,47
45,91,344,62
40,83,342,56
35,75,340,50
30,67,359,53
25,71,369,59
20,63,367,53
15,55,383,65
10,50,381,59
26,42,379,53
42,34,377,47
58,26,375,41
53,39,373,56
48,31,371,50
64,23,369,44
80,15,367,38
75,28,386,46
70,20,384,40
72,12,382,34
88,4,380,28
99,0,379,23
106,0,377,17
101,0,375,24
109,0,373,18
104,0,384,12
112,0,382,6
107,0,393,0
102,0,398,7
97,6,396,7
92,0,407,1
95,0,405,0
97,0,403,0
92,0,401,7
87,13,399,14
90,5,397,8
85,0,413,2
80,0,420,9
79,0,418,3
84,0,416,0
79,7,414,7
74,13,425,1
69,8,423,0
79,0,421,0
74,7,426,0
76,0,424,0
78,0,422,0
80,0,420,0
82,0,418,0
77,7,423,7
72,6,427,7
67,7,425,8
62,0,436,2
66,0,434,0
68,0,432,0
63,7,430,7
71,0,428,1
66,0,434,8
61,0,437,7
56,8,443,1
59,0,441,0
54,0,446,0
56,0,444,0
58,0,442,0
60,0,440,0
55,0,438,7
63,0,436,1
66,0,434,0
68,0,432,0
70,0,430,0
72,0,428,0
74,0,426,0
76,0,424,0
71,7,422,0
80,0,420,0
82,0,418,0
84,0,416,0
79,7,421,0
81,0,419,0
76,7,424,0
71,0,429,7
72,0,427,1
75,0,425,0
70,0,427,7
74,0,425,1
69,0,431,0
71,0,429,0
73,0,427,0
75,0,425,0
70,7,430,7
71,0,428,1
66,8,434,8
61,0,432,7
56,0,443,14
51,0,441,8
46,13,439,2
58,5,437,0
53,0,447,0
0,477,0,0
22,478,0,9
17,470,10,13
23,462,8,7
39,454,6,1
34,462,20,0
29,454,18,0
38,446,16,0
48,438,14,0
43,445,27,15
38,437,25,9
45,429,23,3
58,421,21,0
53,428,19,15
48,420,17,15
43,412,36,30
38,404,34,24
33,417,53,18
28,409,51,12
23,422,49,9
36,414,47,3
31,424,63,0
26,416,61,0
21,420,71,0
19,412,69,0
14,404,82,15
15,396,80,9
10,388,78,24
16,390,76,18
32,382,74,12
48,374,72,6
43,387,82,21
38,379,80,15
42,371,78,9
58,363,76,3
71,355,74,0
81,347,72,0
76,354,85,15
71,346,83,9
78,338,81,3
73,330,90,18
68,332,98,22
63,325,96,17
58,317,114,31
54,309,112,25
49,322,110,19
44,335,108,34
39,327,106,28
34,319,104,43
29,332,123,58
24,324,121,52
19,316,119,46
14,308,138,61
9,300,136,55
4,292,155,70
0,284,153,64
0,276,166,73
0,269,164,68
0,276,177,62
0,268,176,56
0,276,190,57
0,268,188,51
9,260,186,45
25,252,184,39
20,265,182,54
15,257,180,48
10,270,178,63
5,262,176,57
21,254,174,51
16,267,172,66
11,259,170,60
6,272,168,54
1,285,187,48
0,277,185,42
0,281,183,36
0,273,197,46
0,265,195,40
16,257,193,34
32,249,191,28
27,241,210,43
22,233,208,37
38,225,206,31
54,217,204,25
49,230,223,19
44,222,221,13
39,235,219,7
34,248,238,22
29,240,236,16
24,232,234,10
40,224,232,4
54,216,230,0
64,208,228,0
59,215,226,15
54,213,224,15
64,205,222,9
59,218,220,3
72,210,218,0
67,202,216,15
83,194,214,9
78,207,230,24
0,381,17,0
0,485,127,0
0,477,125,0
0,469,123,0
0,461,121,0
0,453,119,0
0,445,117,0
0,437,115,0
0,429,113,0
0,421,111,0
0,413,109,0
0,405,107,0
0,397,105,0
0,389,103,8
0,381,101,18
16,373,99,12
32,365,97,6
27,357,95,21
22,370,106,36
17,362,104,30
12,354,110,32
7,346,108,39
2,338,127,54
0,330,125,48
13,322,123,42
8,314,142,36
24,306,140,30
40,298,138,24
56,290,136,18
51,282,155,12
46,295,153,6
62,287,151,0
57,279,149,15
52,292,147,9
68,284,145,3
63,294,143,18
61,286,141,12
56,283,160,27
51,275,158,21
46,283,156,15
62,275,154,9
78,267,152,3
91,259,150,0
86,251,163,15
87,243,161,9
103,235,159,3
116,227,157,0
126,219,155,0
136,211,153,0
131,218,166,0
126,210,164,0
136,202,162,0
131,209,160,0
141,201,158,0
151,193,156,0
146,185,154,15
162,177,152,9
157,169,171,24
152,161,169,18
168,153,167,12
184,145,165,6
179,158,163,21
174,150,161,15
190,142,159,9
185,134,168,24
190,126,166,18
206,118,164,12
201,110,162,27
217,102,160,21
221,94,170,15
237,86,168,9
232,78,187,24
227,70,185,18
243,62,183,12
259,54,181,6
275,46,179,0
270,38,177,15
286,30,175,9
282,42,193,23
277,34,191,17
272,26,191,11
267,18,200,26
272,10,198,20
267,2,217,14
262,0,215,23
257,0,226,30
252,0,224,24
260,0,222,18
268,0,220,12
263,13,231,19
258,5,229,13
266,0,227,7
261,13,238,1
259,5,236,0
254,12,234,12
249,4,241,6
261,0,239,0
263,0,237,0
258,7,235,0
253,14,233,14
436,0,0,0
448,5,0,52
454,0,0,46
460,0,0,40
466,0,0,34
461,11,11,39
456,3,9,33
466,0,7,27
464,10,15,21
459,2,13,26
459,10,21,20
465,2,19,14
475,0,17,8
483,0,15,2
487,0,13,0
482,7,18,7
483,0,16,1
486,0,14,0
488,0,12,0
483,7,17,0
478,0,22,7
479,0,20,1
482,0,18,0
477,7,23,7
478,0,21,1
481,0,19,0
483,0,17,0
478,7,22,0
480,0,20,0
482,0,18,0
477,7,16,7
472,0,27,1
475,0,25,0
470,0,30,0
465,7,35,0
460,7,33,7
468,0,31,1
463,8,29,0
473,0,27,0
475,0,25,0
477,0,23,0
472,0,28,0
474,0,26,0
469,7,31,7
464,6,29,7
472,0,27,1
467,8,25,0
462,0,38,15
457,0,36,9
457,0,40,3
462,0,38,0
457,0,43,7
458,0,41,1
453,8,39,0
463,0,37,0
458,0,35,7
453,13,46,1
448,8,44,0
458,0,42,0
460,0,40,0
462,0,38,0
464,0,36,0
466,0,34,0
468,0,32,0
463,7,37,7
464,0,35,1
459,0,33,8
467,0,31,2
471,0,29,0
473,0,27,0
468,7,25,0
463,14,37,0
459,6,35,0
467,0,33,0
462,0,31,7
457,13,42,1
455,5,40,0
450,0,50,0
452,0,48,0
447,0,53,7
448,0,51,1
451,0,49,0
453,0,47,0
455,0,45,0
457,0,43,0
452,0,48,0
454,0,46,0
456,0,44,0
451,7,49,7
446,6,53,7
441,0,58,8
442,0,56,2
446,0,54,0
441,7,59,7
436,0,63,7
438,0,61,1
433,8,59,0
428,15,57,0
423,7,70,15
423,0,68,9
0,161,0,88
0,418,0,82
14,410,0,76
9,402,0,89
23,394,0,83
18,405,19,77
15,397,17,71
10,389,36,86
5,381,34,80
21,373,32,74
37,365,30,68
32,378,49,62
27,370,47,56
22,362,45,71
22,370,43,81
22,362,41,75
38,354,39,69
33,348,58,84
28,340,56,78
42,332,54,72
58,324,52,66
53,337,71,81
48,329,69,75
43,321,67,69
38,334,86,63
33,326,84,57
28,339,82,51
44,331,80,45
39,323,99,60
34,315,97,54
50,307,95,48
45,320,114,48
40,312,112,42
50,304,110,36
45,317,129,50
40,309,127,44
36,301,125,38
52,293,123,32
68,285,121,26
63,277,140,41
58,269,138,35
74,261,136,29
90,253,134,23
85,266,146,38
80,258,144,32
75,257,142,33
84,249,140,27
79,241,159,42
74,233,157,36
90,225,155,30
105,218,153,25
100,217,151,39
109,209,149,33
125,201,147,27
120,214,145,42
115,206,143,36
110,219,141,30
105,211,139,45
100,203,158,60
95,195,156,54
111,187,154,48
127,179,152,42
143,171,150,36
138,184,148,51
133,176,146,45
149,168,144,39
144,181,142,54
139,173,140,48
134,165,159,63
129,157,157,57
145,149,155,51
161,141,153,45
156,133,151,60
172,125,149,54
188,117,147,48
204,109,145,42
199,101,164,57
194,93,162,51
210,85,160,45
226,77,158,39
221,69,177,54
216,61,175,48
232,53,173,42
227,66,192,57
222,58,190,51
217,50,188,45
233,42,186,39
249,34,184,33
265,26,182,27
281,18,180,21
297,10,178,15
313,2,176,9
323,0,174,3
328,0,172,0
330,0,170,0
332,0,168,0
327,7,173,7
328,0,171,1
331,0,169,0
326,0,174,7
364,47,0,25
359,39,0,102
354,50,0,115
349,42,0,109
344,34,19,122
341,26,17,116
336,18,15,131
352,10,13,125
368,2,11,119
363,15,24,113
358,7,28,113
353,14,33,107
348,6,45,115
348,0,43,109
343,0,54,103
338,0,65,110
333,0,63,104
328,13,61,111
331,5,59,105
326,0,75,99
334,0,73,93
342,0,71,87
337,13,82,94
332,5,80,88
327,13,91,82
330,5,89,76
343,0,87,70
338,0,85,77
346,0,83,71
341,13,94,65
344,5,92,59
357,0,90,53
365,0,88,47
373,0,86,41
368,13,84,48
363,13,82,50
371,5,80,44
366,0,96,38
361,13,107,32
364,5,105,26
359,0,121,38
354,0,119,32
357,0,117,26
352,13,122,20
347,19,134,14
349,11,132,8
365,3,130,2
360,0,128,12
368,0,126,6
376,0,124,0
378,0,122,0
380,0,120,0
382,0,118,0
377,7,123,7
378,0,121,1
381,0,119,0
383,0,117,0
385,0,115,0
387,0,113,0
382,7,118,7
378,0,121,6
381,0,119,0
383,0,117,0
385,0,115,0
380,7,120,7
375,0,124,7
370,0,129,1
373,0,127,0
368,7,132,7
369,0,130,1
372,0,128,0
374,0,126,0
376,0,124,0
378,0,122,0
380,0,120,0
382,0,118,0
377,7,123,0
372,0,121,7
367,13,119,1
371,5,124,7
366,11,122,1
361,3,136,16
356,0,134,10
364,0,132,4
359,11,130,0
369,3,128,0
374,0,126,0
376,0,124,0
378,0,122,0
380,0,120,0
375,7,125,7
370,6,123,1
379,0,121,0
374,0,126,0
376,0,124,0
378,0,122,0
373,7,127,7
368,6,131,1
363,8,137,0
365,0,135,0
159,156,89,38
233,148,87,32
228,161,85,47
223,153,83,41
218,145,102,35
213,137,121,50
208,129,119,44
203,142,117,59
198,134,115,53
214,126,113,47
230,118,111,41
246,110,109,35
262,102,107,29
278,94,105,23
273,86,124,38
268,78,122,32
284,70,120,26
279,83,118,20
295,75,116,14
303,67,122,8
319,59,120,2
331,51,118,0
326,43,116,15
342,35,114,9
337,48,112,24
332,40,110,18
327,32,129,33
322,24,127,27
338,16,125,21
354,8,123,15
370,0,121,9
365,13,132,3
365,5,130,0
366,0,128,6
374,0,126,0
376,0,124,0
371,7,129,7
366,6,127,1
375,0,125,0
370,0,123,7
378,0,121,1
381,0,119,0
376,6,124,0
378,0,122,0
373,7,127,7
373,0,126,1
376,0,124,0
371,7,122,7
366,13,120,14
369,5,118,8
364,18,134,2
359,10,132,0
354,2,130,14
349,0,143,23
344,0,141,17
339,0,139,22
347,0,137,16
355,0,135,10
363,0,133,4
358,11,142,0
353,7,140,4
362,0,138,0
364,0,136,0
366,0,134,0
368,0,132,0
363,0,137,7
364,0,135,1
359,8,133,0
369,0,131,0
364,7,129,0
373,0,127,0
368,0,132,7
363,6,136,1
366,0,134,0
368,0,132,0
370,0,130,0
365,0,135,7
366,0,133,1
361,8,139,8
361,0,137,2
365,0,135,0
367,0,133,0
362,7,131,0
371,0,129,0
366,7,127,0
361,14,139,0
356,7,137,1
365,0,135,0
367,0,133,0
362,7,138,0
364,0,136,0
359,0,141,7
360,0,139,1
363,0,137,0
365,0,135,0
360,0,133,7
368,0,131,1
371,0,129,0
366,7,134,0
368,0,132,0
358,0,0,31
375,100,100,25
370,92,98,19
365,84,96,13
360,76,94,7
355,68,92,1
350,60,90,0
360,52,88,0
370,44,86,0
365,51,99,0
360,43,97,0
370,35,95,0
380,27,93,0
375,34,106,0
370,26,104,0
380,18,102,0
390,10,100,0
385,2,98,15
380,15,96,9
396,7,94,3
408,0,92,0
410,0,90,0
405,7,95,7
400,0,99,7
395,0,97,8
390,13,108,15
385,5,106,9
380,0,117,3
385,0,115,0
387,0,113,0
389,0,111,0
384,0,109,7
392,0,107,1
395,0,105,0
390,0,103,7
385,13,114,1
383,5,112,0
390,0,110,0
392,0,108,0
387,0,113,0
389,0,111,0
391,0,109,0
393,0,107,0
395,0,105,0
397,0,103,0
392,0,108,7
387,0,112,1
390,0,110,0
385,7,108,7
393,0,106,1
396,0,104,0
398,0,102,0
393,0,107,7
388,6,111,1
391,0,109,0
393,0,107,0
388,7,105,0
397,0,103,0
392,7,101,7
387,0,99,14
395,0,97,8
403,0,95,2
407,0,93,0
409,0,91,0
411,0,89,0
406,0,94,0
408,0,92,0
403,0,90,7
398,13,88,1
393,5,102,16
388,2,102,10
396,0,100,4
391,11,98,11
386,13,96,15
392,5,94,9
405,0,92,3
400,0,100,0
402,0,98,0
404,0,96,0
399,0,94,7
407,0,92,1
410,0,90,0
405,7,95,7
406,0,93,1
409,0,91,0
404,0,89,7
412,0,87,1
415,0,85,0
417,0,83,0
412,7,81,7
420,0,79,1
415,8,85,0
410,0,83,7
405,13,81,14
400,5,79,16
413,0,77,10
408,13,75,17
403,5,73,19
416,0,71,13
411,13,82,7
0,288,130,0
0,280,220,92
0,272,218,86
0,264,216,80
0,256,214,74
0,248,212,68
0,240,210,62
4,232,208,56
20,224,206,50
36,216,204,44
31,229,223,38
26,221,221,32
42,213,219,26
37,226,238,20
32,218,236,14
48,210,234,8
43,202,232,23
59,194,230,17
75,186,228,11
70,178,226,26
86,170,224,20
81,183,243,35
76,175,241,29
71,167,239,23
66,159,258,38
61,151,256,32
77,143,254,26
93,135,252,20
88,127,250,35
83,119,269,29
78,111,288,44
73,103,286,38
68,116,305,53
63,108,303,47
58,100,301,41
74,92,299,35
90,84,297,29
106,76,295,23
122,68,293,17
138,60,291,11
133,73,289,5
128,85,287,20
123,78,286,14
133,75,289,8
128,83,303,2
124,75,301,0
134,67,299,0
144,59,297,0
139,66,295,15
134,64,299,9
129,56,312,18
130,48,310,12
125,57,329,7
123,49,327,1
134,41,325,0
144,33,323,0
139,40,336,15
134,32,334,9
129,36,332,3
142,28,330,0
137,20,328,15
153,12,326,9
169,4,324,3
178,0,322,0
173,7,327,0
175,0,325,0
177,0,323,0
179,0,321,0
174,0,326,7
169,6,330,1
172,0,328,0
167,0,333,7
168,0,331,1
171,0,329,0
166,7,334,0
161,0,332,7
156,0,343,1
151,0,349,0
153,0,347,0
148,7,345,0
143,0,357,14
138,0,355,8
145,0,353,2
149,0,351,0
144,7,356,6
139,0,361,0
134,0,366,0
129,7,371,0
131,0,369,0
126,7,367,7
134,0,365,1
137,0,363,0
132,7,368,7
